gx,gy,wala,wac,g_hat,f_true
0.09166666667,0.3083333333,5.5,4.141666667,-379.0629504,-76.44620974
0.09166666667,0.325,5.5,4.225,-372.6734432,-58.14528077
0.09166666667,0.3416666667,5.5,4.308333333,-366.2839359,-40.65531531
0.09166666667,0.3583333333,5.5,4.391666667,-358.7573716,-27.22168507
0.09166666667,0.375,5.5,4.475,-351.2308073,-20.70097114
0.09166666667,0.3916666667,5.5,4.558333333,-306.8041524,-22.25957494
0.09166666667,0.4083333333,5.5,4.641666667,-262.3774976,-30.77606894
0.09166666667,0.425,5.5,4.725,-256.9825332,-43.40868943
0.09166666667,0.4416666667,5.5,4.808333333,-251.5875688,-56.88934382
0.09166666667,0.4583333333,5.5,4.891666667,-246.1926044,-68.65767499
0.09166666667,0.475,5.5,4.975,-240.7976401,-77.30099296
0.09166666667,0.4916666667,5.5,5.058333333,-235.4026757,-82.37815872
0.09166666667,0.5083333333,5.5,5.141666667,-231.3085429,-83.99512276
0.09166666667,0.525,5.5,5.225,-228.5152416,-82.42174716
0.09166666667,0.5416666667,5.5,5.308333333,-210.2413214,-77.8527702
0.09166666667,0.5583333333,5.5,5.391666667,-176.4867821,-70.30112182
0.09166666667,0.575,5.5,5.475,-189.1740999,-59.59138572
0.09166666667,0.5916666667,5.5,5.558333333,-217.3420366,-45.45055111
0.09166666667,0.6083333333,5.5,5.641666667,-192.9760344,-27.72580525
0.09166666667,0.625,5.5,5.725,-168.6100323,-6.749353439
0.09166666667,0.6416666667,5.5,5.808333333,-152.3928616,16.22893064
0.09166666667,0.6583333333,5.5,5.891666667,-136.175691,38.80328964
