x0,y0,h0,x1,y1,h1,x2,y2,h2,n_pts
0.15625,0.8125,-43.54388,0.15625,0.84375,-20.92995776,0.125,0.8125,-30.3416897,0
0.15625,0.8125,-43.54388,0.1875,0.8125,-56.7460703,0.15625,0.84375,-20.92995776,0
0.0625,0.703125,-152.2837757,0.078125,0.703125,-136.5666812,0.0625,0.71875,-147.6684879,82
0.0625,0.703125,-152.2837757,0.0625,0.6875,-156.8990635,0.078125,0.703125,-136.5666812,34
0.0234375,0.65234375,-340.2966198,0.0234375,0.6484375,-260.6715675,0.02734375,0.65234375,-250.2943171,25
0.01953125,0.650390625,-204.2123735,0.01953125,0.65234375,-181.9335587,0.017578125,0.650390625,-187.1221839,29
0.046875,0.75,-75.48415496,0.0625,0.75,-138.4379122,0.046875,0.765625,-45.90228474,41
0.03125,0.765625,-61.07521711,0.046875,0.765625,-45.90228474,0.03125,0.75,-12.5303977,12
0.03125,0.765625,-61.07521711,0.03125,0.78125,46.63334273,0.046875,0.765625,-45.90228474,21
0.078125,0.734375,-127.3361055,0.0625,0.75,-138.4379122,0.09375,0.75,-107.0037232,197
0.025390625,0.65625,-151.8927806,0.02734375,0.65625,-201.9457936,0.025390625,0.658203125,-198.3905947,0
0.140625,0.609375,-159.8917219,0.15625,0.625,-157.777751,0.125,0.625,-112.4918368,0
0.140625,0.609375,-159.8917219,0.15625,0.59375,17.37559057,0.15625,0.625,-157.777751,0
0.15625,0.625,-157.777751,0.15625,0.65625,-116.4634514,0.1875,0.625,-203.0636653,0
0.15625,0.625,-157.777751,0.125,0.625,-112.4918368,0.15625,0.65625,-116.4634514,1
0.125,0.609375,-131.8225999,0.140625,0.609375,-159.8917219,0.125,0.59375,-117.7292766,11
0.125,0.609375,-131.8225999,0.125,0.625,-112.4918368,0.140625,0.609375,-159.8917219,12
0.046875,0.7109375,-133.9693065,0.0546875,0.7109375,-157.834679,0.046875,0.71875,-163.3855824,13
0.046875,0.7109375,-133.9693065,0.046875,0.703125,-168.0008702,0.0546875,0.7109375,-157.834679,19
0.078125,0.71875,-131.9513934,0.078125,0.703125,-136.5666812,0.0625,0.71875,-147.6684879,63
0.02734375,0.72265625,-7.048570364,0.03125,0.7265625,-82.48783386,0.03125,0.71875,-179.1026769,17
0.02734375,0.72265625,-7.048570364,0.0234375,0.7265625,-44.27092992,0.03125,0.7265625,-82.48783386,22
0.01171875,0.70703125,-31.15532149,0.0078125,0.703125,222.855368,0.015625,0.703125,105.4421636,0
0.01171875,0.70703125,-31.15532149,0.0078125,0.7109375,197.9961521,0.0078125,0.703125,222.855368,2
0.125,0.3125,-197.8644811,0.1875,0.3125,-84.02035831,0.125,0.25,-221.8251331,741
0.125,0.3125,-197.8644811,0.125,0.375,-173.903829,0.1875,0.3125,-84.02035831,217
0.0625,0.34375,-436.9398835,0.09375,0.34375,-354.2601792,0.0625,0.375,-506.3919133,0
0.0625,0.34375,-436.9398835,0.0625,0.3125,-534.6165295,0.09375,0.34375,-354.2601792,0
0.4375,0.625,210.6350505,0.4375,0.5625,102.9906223,0.5,0.625,75.5238091,0
0.4375,0.625,210.6350505,0.375,0.625,67.97362049,0.4375,0.5625,102.9906223,1
0.4375,0.625,210.6350505,0.4375,0.6875,132.6071948,0.5,0.625,75.5238091,8
0.4375,0.625,210.6350505,0.375,0.625,67.97362049,0.4375,0.6875,132.6071948,4
0.09375,0.84375,-106.0508338,0.0625,0.8125,-93.21006775,0.0625,0.875,-44.42641512,77
0.0234375,0.578125,-406.1861414,0.0234375,0.5703125,-473.0503442,0.03125,0.578125,-376.9134633,9
0.0234375,0.5546875,-528.7639616,0.015625,0.5625,-426.0619945,0.015625,0.546875,-619.7115122,4
0.0078125,0.5546875,-517.0095452,0.015625,0.5625,-426.0619945,0.015625,0.546875,-619.7115122,5
0.0234375,0.5625,-431.9392027,0.03125,0.5625,-437.8164109,0.0234375,0.5703125,-473.0503442,2
0.01953125,0.57421875,-366.4418576,0.0234375,0.578125,-406.1861414,0.015625,0.578125,-508.2842776,6
0.01953125,0.57421875,-366.4418576,0.0234375,0.5703125,-473.0503442,0.0234375,0.578125,-406.1861414,5
0.01953125,0.58203125,-388.3106444,0.0234375,0.578125,-406.1861414,0.0234375,0.5859375,-412.1473967,15
0.01953125,0.58203125,-388.3106444,0.015625,0.578125,-508.2842776,0.0234375,0.578125,-406.1861414,18
0.15625,0.515625,-84.97106856,0.15625,0.53125,-123.021757,0.140625,0.515625,-128.2316766,1
0.140625,0.5,-113.2585407,0.140625,0.515625,-128.2316766,0.125,0.5,-133.4415961,18
0.09375,0.5625,-157.9740177,0.09375,0.53125,-221.2637788,0.125,0.5625,-122.9667164,56
0.09375,0.5625,-157.9740177,0.0625,0.5625,-309.0859615,0.09375,0.53125,-221.2637788,18
